Period,Report Id,Company,Company number,Payments made in the reporting period,Average time to pay,% Invoices paid within 30 days,% Invoices paid between 31 and 60 days,% Invoices paid later than 60 days,% Invoices not paid within agreed terms,Shortest (or only) standard payment period,Longest standard payment period,Maximum contractual payment period,Payment terms have changed,Suppliers notified of changes,Participates in payment codes,E-Invoicing offered,Supply-chain financing offered,Policy covers charges for remaining on supplier list,Charges have been made for remaining on supplier list
1921 JAN - 2021 JUN,46217,HY-TEN GROUP LIMITED,00862342,True,45.0,55.0,38.0,7.0,1.0,1.0,120.0,120.0,False,,False,True,True,False,False
2001 SEP - 2022 FEB,56616,THE BROOKE WESTON TRUST,02400784,True,28.0,70.0,24.0,6.0,49.0,30.0,40.0,40.0,False,,False,True,True,True,False
2011 JAN - 2022 JUN,59817,LIBERATA UK LIMITED,01238274,True,31.0,80.0,12.0,7.0,3.0,30.0,45.0,45.0,False,,False,False,True,False,False
2017 JAN - 2017 DEC,7106,TANGERINE CONFECTIONERY LIMITED,02025064,,69.0,12.0,32.0,56.0,35.0,30.0,90.0,90.0,False,,False,False,True,False,False
2017 APR - 2017 OCT,8860,JACKSON'S BAKERY LIMITED,03974455,,53.0,15.0,53.0,32.0,89.0,1.0,80.0,80.0,False,,False,True,True,False,False
2017 MAY - 2017 OCT,212,C.J. LANG & SON LIMITED,SC017664,,33.0,62.0,32.0,6.0,35.0,7.0,293.0,293.0,False,,False,True,True,False,False
2017 MAY - 2017 OCT,25,ELEKTA LIMITED,03244454,,59.0,16.0,47.0,37.0,49.0,1.0,110.0,110.0,False,,False,True,True,False,False
2017 MAY - 2017 OCT,148,TRM PACKAGING LIMITED,04256359,,91.0,17.0,37.0,45.0,20.0,90.0,,90.0,False,,False,True,True,False,False
2017 MAY - 2017 OCT,182,DWF LLP,OC328794,,65.0,32.0,26.0,42.0,68.0,30.0,,30.0,False,,False,True,True,False,False
2017 MAY - 2017 OCT,146,DS SMITH PLC,01377658,,103.0,27.0,31.0,42.0,21.0,90.0,,124.0,False,,False,True,True,False,False
2017 MAY - 2017 OCT,143,DS SMITH PAPER LIMITED,00058614,,102.0,21.0,28.0,52.0,27.0,90.0,,106.0,False,,False,True,True,False,False
2017 MAY - 2017 OCT,138,NORTHGATEARINSO UK LIMITED,01587537,,33.0,71.0,17.0,12.0,32.0,60.0,,90.0,False,,False,True,True,False,False
2017 MAY - 2017 OCT,144,DS SMITH RECYCLING UK LIMITED,00214967,,113.0,40.0,6.0,54.0,52.0,94.0,,94.0,False,,False,False,True,False,False
2017 MAY - 2017 NOV,279,GENERAL MILLS UK LIMITED,04633664,,44.0,72.0,28.0,0.0,30.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 MAY - 2017 NOV,278,YOPLAIT UK LIMITED,02597128,,41.0,74.0,26.0,0.0,40.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 JUN - 2017 NOV,254,TNT UK LIMITED,01628530,,53.0,29.0,34.0,37.0,23.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 JUN - 2017 NOV,302,NWF FUELS LIMITED,01117133,,32.0,64.0,32.0,4.0,22.0,30.0,60.0,75.0,False,,False,True,True,False,False
2017 JUN - 2017 DEC,265,FAT FACE LIMITED,02954734,,47.0,29.0,22.0,49.0,49.0,0.0,90.0,90.0,False,,False,False,True,False,False
2017 JUN - 2017 DEC,352,BLACKWELL UK LIMITED,00796591,,61.0,22.0,21.0,56.0,56.0,0.0,90.0,120.0,False,,False,True,True,False,False
2017 JUL - 2017 DEC,632,GILLETTE U.K. LIMITED,00254912,,49.0,14.0,78.0,8.0,5.0,75.0,,90.0,False,,False,True,True,False,False
2017 JUL - 2017 DEC,21352,WWF-UK,04016725,True,41.0,60.0,23.0,17.0,40.0,30.0,,30.0,False,,False,True,True,False,False
2017 JUL - 2017 DEC,709,AMCOR FLEXIBLES WINTERBOURNE LIMITED,02456291,,52.0,28.0,36.0,36.0,57.0,110.0,,170.0,False,,False,True,True,False,False
2017 JUL - 2017 DEC,708,AMCOR FLEXIBLES UK LIMITED,02808801,,59.0,23.0,33.0,44.0,54.0,110.0,,170.0,False,,False,True,True,False,False
2017 JUL - 2017 DEC,707,AMCOR PACKAGING UK LIMITED,00409295,,52.0,39.0,26.0,35.0,61.0,60.0,,170.0,False,,False,True,True,False,False
2017 JUL - 2017 DEC,706,AMCOR EUROPE GROUP MANAGEMENT,04176956,,34.0,61.0,28.0,10.0,78.0,110.0,,170.0,False,,False,True,True,False,False
2017 JUL - 2017 DEC,631,PROCTER & GAMBLE TECHNICAL CENTRES LIMITED,03281294,,46.0,20.0,71.0,9.0,8.0,75.0,,90.0,False,,False,True,True,False,False
2017 JUL - 2017 DEC,630,PROCTER & GAMBLE PRODUCT SUPPLY (U.K.) LIMITED,03074536,,55.0,21.0,71.0,8.0,9.0,75.0,,90.0,False,,False,True,True,False,False
2017 JUL - 2017 DEC,524,KIER PARTNERSHIP HOMES LIMITED,04242676,,87.0,11.0,48.0,41.0,81.0,7.0,,95.0,False,,True,True,True,False,False
2017 JUL - 2017 DEC,622,DIAGEO GLOBAL SUPPLY IBC LIMITED,NI003038,,82.0,1.0,26.0,73.0,12.0,30.0,60.0,120.0,False,,True,False,True,False,False
2017 JUL - 2017 DEC,621,DIAGEO GREAT BRITAIN LIMITED,00507652,,73.0,3.0,37.0,60.0,10.0,59.0,60.0,120.0,False,,True,False,True,False,False
2017 JUL - 2017 DEC,620,DIAGEO NORTHERN IRELAND LIMITED,NI003755,,71.0,3.0,30.0,67.0,7.0,59.0,60.0,120.0,False,,True,False,True,False,False
2017 JUL - 2017 DEC,526,KIER PROPERTY DEVELOPMENTS LIMITED,00873685,,55.0,38.0,35.0,27.0,53.0,7.0,,30.0,False,,True,True,True,False,False
2017 JUL - 2017 DEC,371,CHIVAS BROTHERS LIMITED,SC268758,,51.0,16.0,52.0,32.0,8.0,60.0,90.0,120.0,False,,False,True,True,False,False
2017 JUL - 2017 DEC,522,KIER LIVING LIMITED,00775505,,71.0,10.0,39.0,51.0,74.0,7.0,,95.0,False,,True,True,True,False,False
2017 JUL - 2017 DEC,623,DIAGEO SCOTLAND LIMITED,SC000750,,76.0,1.0,35.0,64.0,9.0,59.0,60.0,180.0,False,,True,False,True,False,False
2017 JUL - 2017 DEC,506,KIER CONSTRUCTION LIMITED,02099533,,59.0,32.0,34.0,34.0,45.0,7.0,,95.0,False,,True,True,True,False,False
2017 JUL - 2017 DEC,517,KIER HIGHWAYS LIMITED,05606089,,64.0,16.0,45.0,39.0,68.0,7.0,,60.0,False,,True,True,True,False,False
2017 JUL - 2017 DEC,515,KIER INTEGRATED SERVICES LIMITED,00873179,,65.0,17.0,27.0,56.0,44.0,7.0,,60.0,False,,True,True,True,False,False
2017 JUL - 2017 DEC,591,SHOP DIRECT FINANCE COMPANY LIMITED,04660974,,53.0,49.0,13.0,38.0,19.0,90.0,,90.0,False,,False,False,True,False,False
2017 JUL - 2017 DEC,589,SHOP DIRECT HOME SHOPPING LIMITED,04663281,,70.0,14.0,20.0,66.0,20.0,90.0,,120.0,False,,False,False,True,False,False
2017 JUL - 2018 JAN,784,J D WETHERSPOON PLC,01709784,,37.0,51.0,34.0,15.0,16.0,60.0,,180.0,False,,False,False,True,False,False
2017 SEP - 2018 FEB,1144,IAN MOSEY (LIVESTOCK) LIMITED,06833157,,23.0,71.0,27.0,2.0,81.0,0.0,,91.0,False,,False,False,True,False,False
2017 SEP - 2018 FEB,1171,DRAPER TOOLS LIMITED,00570630,,27.0,77.0,21.0,2.0,36.0,0.0,30.0,30.0,False,,False,True,True,False,False
2017 SEP - 2018 FEB,1208,VALLEY INVICTA ACADEMIES TRUST,07559256,,32.0,64.0,29.0,7.0,45.0,30.0,,60.0,False,,False,False,True,False,False
2017 SEP - 2018 FEB,14739,ACCENTURE (UK) LIMITED,04757301,True,37.0,51.0,43.0,6.0,19.0,0.0,60.0,60.0,False,,True,True,True,False,False
2017 SEP - 2018 FEB,15678,AVANADE UK LIMITED,04042711,True,33.0,66.0,30.0,4.0,23.0,0.0,60.0,60.0,False,,False,True,True,False,False
2017 SEP - 2018 FEB,38440,ST MARY'S SCHOOL ASCOT,01844327,True,32.0,55.0,39.0,6.0,45.0,30.0,60.0,60.0,False,,False,False,True,False,False
2017 SEP - 2018 FEB,1142,TILLERY VALLEY FOODS LIMITED,02065462,,27.0,46.0,51.0,3.0,16.0,0.0,,90.0,False,,False,True,True,False,False
2017 SEP - 2018 FEB,1134,SODEXO GLOBAL SERVICES UK LIMITED,08146193,,26.0,70.0,19.0,11.0,30.0,0.0,,90.0,False,,False,True,True,False,False
2017 SEP - 2018 FEB,1140,"THE BEDFORDSHIRE, NORTHAMPTONSHIRE, CAMBRIDGESHIRE AND HERTFORDSHIRE COMMUNITY REHABILITATION COMPANY LIMITED",08802546,,33.0,58.0,23.0,18.0,36.0,0.0,,90.0,False,,False,True,True,False,False
2017 SEP - 2018 FEB,960,GRACE ACADEMY,04967658,,32.0,66.0,27.0,7.0,39.0,30.0,,30.0,False,,False,False,True,False,False
2017 SEP - 2018 FEB,1141,THE SOUTH YORKSHIRE COMMUNITY REHABILITATION COMPANY LIMITED,08802527,,29.0,64.0,22.0,14.0,26.0,0.0,,90.0,False,,False,True,True,False,False
2017 SEP - 2018 FEB,961,MERCHANT TAYLORS' SCHOOL,03411540,,33.0,59.0,32.0,9.0,41.0,7.0,31.0,45.0,False,,False,True,True,False,False
2017 SEP - 2018 FEB,999,R.TWINING AND COMPANY LIMITED,00525071,,32.0,37.0,47.0,16.0,58.0,60.0,,120.0,False,,True,True,True,False,False
2017 SEP - 2018 FEB,1068,THE BROOKE WESTON TRUST,02400784,,24.0,82.0,14.0,4.0,25.0,15.0,,40.0,False,,False,True,True,False,False
2017 SEP - 2018 FEB,934,IAN MOSEY LIMITED,01441284,,19.0,83.0,16.0,1.0,62.0,0.0,,51.0,False,,False,False,True,False,False
2017 SEP - 2018 FEB,1133,SODEXO LIMITED,00842846,,64.0,22.0,20.0,58.0,19.0,0.0,,90.0,False,,False,True,True,False,False
2017 SEP - 2018 FEB,1137,THE NORTHUMBRIA COMMUNITY REHABILITATION COMPANY LIMITED,08802519,,34.0,58.0,22.0,20.0,41.0,0.0,,90.0,False,,False,True,True,False,False
2017 SEP - 2018 FEB,1138,THE NORFOLK AND SUFFOLK COMMUNITY REHABILITATION COMPANY LIMITED,08802548,,26.0,63.0,27.0,9.0,33.0,0.0,,90.0,False,,False,True,True,False,False
2017 SEP - 2018 FEB,1139,THE ESSEX COMMUNITY REHABILITATION COMPANY LIMITED,08802550,,30.0,61.0,21.0,19.0,32.0,0.0,,90.0,False,,False,True,True,False,False
2017 SEP - 2018 FEB,1135,THE CUMBRIA AND LANCASHIRE COMMUNITY REHABILITATION COMPANY LIMITED,08802569,,27.0,60.0,27.0,13.0,38.0,0.0,,90.0,False,,False,True,True,False,False
2017 SEP - 2018 MAR,1219,DEBENHAMS RETAIL PLC,00083395,,57.0,25.0,40.0,35.0,7.0,1.0,120.0,120.0,False,,False,False,True,False,False
2017 SEP - 2018 MAR,1217,BRITISH SUGAR PLC,00315158,,50.0,40.0,28.0,32.0,18.0,60.0,,90.0,False,,True,False,True,False,False
2017 SEP - 2018 MAR,1598,ARAMARK LIMITED,00983951,,58.0,15.0,47.0,38.0,35.0,0.0,120.0,120.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1564,JOHNSON CONTROLS BATTERIES LIMITED,00982901,,43.0,87.0,4.0,9.0,18.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1545,TYCO ELECTRONICS UK LTD,00550926,,50.0,26.0,34.0,40.0,11.0,15.0,90.0,120.0,True,True,False,True,True,False,False
2017 OCT - 2018 MAR,1565,ADT FIRE AND SECURITY PLC,01161045,,24.0,84.0,5.0,11.0,25.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1567,CONTROLLED ELECTRONIC MANAGEMENT SYSTEMS LIMITED,NI025728,,16.0,84.0,10.0,6.0,33.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1568,TYCO FIRE & INTEGRATED SOLUTIONS (UK) LIMITED,01952517,,12.0,90.0,5.0,5.0,18.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1645,JOHNSON CONTROLS HITACHI AIR CONDITIONING EUROPE UK BRANCH,BR015653,,46.0,70.0,7.0,23.0,40.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1572,MACRON SAFETY SYSTEMS (UK) LIMITED,01169587,,8.0,94.0,3.0,3.0,18.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1573,TYCO FIRE PRODUCTS MANUFACTURING LIMITED,01841522,,8.0,91.0,4.0,5.0,16.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1588,SERVEST ARTHUR MCKAY LIMITED,SC033489,,63.0,21.0,26.0,53.0,63.0,30.0,,65.0,False,,False,False,True,False,False
2017 OCT - 2018 MAR,1544,STEINHOFF UK RETAIL LIMITED,00040754,,55.0,10.0,30.0,60.0,27.0,0.0,90.0,90.0,True,True,False,True,True,False,False
2017 OCT - 2018 MAR,21505,GLENAIR UK LIMITED,01198102,True,41.0,22.0,70.0,8.0,1.0,30.0,60.0,60.0,False,,False,False,True,False,False
2017 OCT - 2018 MAR,1570,TYCO BUILDING SERVICES PRODUCTS (UK) LIMITED,02559027,,27.0,68.0,18.0,14.0,56.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1543,WARBURTONS LIMITED,00178711,,50.0,5.0,64.0,31.0,71.0,35.0,75.0,75.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1339,MITCHELLS & BUTLERS RETAIL LIMITED,00024542,,13.0,99.0,1.0,0.0,10.0,60.0,,60.0,False,,False,False,True,False,False
2017 OCT - 2018 MAR,1527,SIEMENS FINANCIAL SERVICES LIMITED,00646166,,12.0,96.0,4.0,0.0,38.0,0.0,60.0,60.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1244,SIEMENS PUBLIC LIMITED COMPANY,00727817,,34.0,55.0,20.0,25.0,21.0,0.0,120.0,120.0,True,True,False,True,True,False,False
2017 OCT - 2018 MAR,1254,ELECTRIUM SALES LIMITED,02226729,,45.0,38.0,28.0,34.0,13.0,60.0,120.0,120.0,True,True,False,True,True,False,False
2017 OCT - 2018 MAR,1267,"CHARLES WELLS,LIMITED",00106884,,38.0,54.0,34.0,12.0,50.0,30.0,75.0,75.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1268,CHARLES WELLS BREWERY LIMITED,05720806,,61.0,21.0,49.0,30.0,42.0,45.0,75.0,75.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1269,APOSTROPHE PUBS LIMITED,00773451,,32.0,65.0,25.0,11.0,35.0,14.0,30.0,30.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1271,ADIENT SEATING UK LTD,00443687,,52.0,28.0,34.0,38.0,18.0,77.0,120.0,120.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1276,SIEMENS HEALTHCARE DIAGNOSTICS PRODUCTS LTD,02005794,,30.0,57.0,29.0,14.0,35.0,60.0,90.0,90.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1280,HEATHROW TRUCK CENTRE LIMITED,02067793,,81.0,22.0,18.0,60.0,36.0,30.0,60.0,60.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1540,JOHNSON CONTROLS BUILDING EFFICIENCY UK LIMITED,08993483,,30.0,81.0,8.0,11.0,24.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1281,INDUSTRIAL TURBINE COMPANY (UK) LIMITED,09003402,,25.0,66.0,22.0,13.0,39.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 OCT - 2018 MAR,1323,SPECTRUM BRANDS (UK) LIMITED,02394603,,53.0,29.0,35.0,36.0,51.0,60.0,90.0,120.0,False,,False,False,True,False,False
2017 OCT - 2018 MAR,1285,SIEMENS HEALTHCARE DIAGNOSTICS MANUFACTURING LTD,01915763,,32.0,61.0,28.0,11.0,26.0,30.0,90.0,90.0,True,True,False,True,True,False,False
2017 OCT - 2018 MAR,1504,AAR TEE COMMODITIES (UK) LTD.,08143121,,66.0,42.0,0.0,58.0,0.0,0.0,180.0,180.0,False,,False,False,True,False,False
2017 OCT - 2018 MAR,1468,E D & F MAN SUGAR LIMITED,00489204,,5.0,100.0,0.0,0.0,18.0,0.0,180.0,180.0,False,,True,False,True,False,False
2017 OCT - 2018 MAR,1461,COMPASS CONTRACT SERVICES (U.K.) LIMITED,02114954,,46.0,17.0,69.0,14.0,15.0,60.0,90.0,90.0,False,,True,True,True,False,False
2017 OCT - 2018 MAR,1429,WGC LTD,01163829,,30.0,54.0,40.0,6.0,89.0,30.0,,45.0,False,,False,False,True,False,False
2017 OCT - 2018 MAR,1362,AFFINITY TRUST,06893564,,20.0,84.0,12.0,4.0,16.0,30.0,,60.0,False,,False,False,True,False,False
2017 OCT - 2018 MAR,1342,ORCHID PUBS & DINING LIMITED,06754332,,13.0,99.0,0.0,0.0,10.0,60.0,,60.0,False,,False,False,True,False,False
2017 OCT - 2018 MAR,1341,MITCHELLS & BUTLERS LEISURE RETAIL LIMITED,01001181,,16.0,99.0,1.0,0.0,8.0,60.0,,60.0,False,,False,False,True,False,False
2017 OCT - 2018 MAR,1340,MITCHELLS & BUTLERS RETAIL (NO 2) LIMITED,03959664,,13.0,98.0,1.0,1.0,12.0,60.0,,60.0,False,,False,False,True,False,False
2017 OCT - 2018 MAR,1331,SIEMENS RAIL AUTOMATION HOLDINGS LIMITED,00016033,,48.0,31.0,34.0,35.0,21.0,30.0,120.0,120.0,True,True,False,True,True,False,False
2017 OCT - 2018 MAR,1328,SIEMENS TRANSMISSION AND DISTRIBUTION LIMITED,00631825,,38.0,52.0,28.0,20.0,23.0,30.0,96.0,96.0,True,True,False,True,True,False,False
2017 OCT - 2018 APR,1581,BRITVIC SOFT DRINKS LIMITED,00517211,,86.0,3.0,10.0,87.0,27.0,75.0,,105.0,False,,False,True,True,False,False
2017 OCT - 2018 APR,8859,JACKSON'S BAKERY LIMITED,03974455,,53.0,17.0,44.0,39.0,94.0,1.0,80.0,80.0,False,,False,True,True,False,False
2017 NOV - 2018 APR,6335,WORKMAN LLP,OC327825,,30.0,75.0,20.0,5.0,47.0,7.0,60.0,30.0,False,,False,False,True,False,False
2017 NOV - 2018 APR,1955,HEWLETT-PACKARD CDS LIMITED,03032971,,44.0,24.0,57.0,19.0,4.0,0.0,65.0,65.0,False,,True,True,True,False,False
2017 NOV - 2018 APR,1929,NORTHGATEARINSO UK LIMITED,01587537,,39.0,85.0,12.0,3.0,44.0,60.0,,90.0,False,,False,True,True,False,False
2017 NOV - 2018 APR,1647,SCIMITAR CARE HOTELS PLC,01383875,,30.0,100.0,0.0,0.0,0.0,7.0,30.0,30.0,False,,False,False,True,False,False
2017 NOV - 2018 APR,1650,ELEKTA LIMITED,03244454,,54.0,19.0,45.0,36.0,27.0,1.0,110.0,110.0,False,,False,False,True,False,False
2017 NOV - 2018 MAR,1681,DWF LLP,OC328794,,35.0,61.0,30.0,9.0,39.0,30.0,,30.0,False,,False,True,True,False,False
2017 NOV - 2018 APR,1846,C.J. LANG & SON LIMITED,SC017664,,26.0,64.0,32.0,4.0,30.0,7.0,328.0,328.0,False,,False,True,True,False,False
2017 NOV - 2018 APR,1922,HEWLETT - PACKARD LIMITED,00690597,,31.0,52.0,30.0,18.0,28.0,0.0,75.0,75.0,False,,True,True,True,False,False
2017 NOV - 2018 APR,1926,DS SMITH PAPER LIMITED,00058614,,92.0,4.0,13.0,82.0,15.0,90.0,,106.0,False,,False,True,True,False,False
2017 NOV - 2018 APR,1927,DS SMITH RECYCLING UK LIMITED,00214967,,74.0,16.0,34.0,50.0,20.0,94.0,,94.0,False,,False,False,True,False,False
2017 NOV - 2018 APR,1928,DS SMITH PLC,01377658,,78.0,19.0,29.0,52.0,53.0,90.0,,124.0,False,,False,True,True,False,False
2017 NOV - 2018 APR,1930,TRM PACKAGING LIMITED,04256359,,68.0,13.0,41.0,46.0,23.0,90.0,,90.0,False,,False,True,True,False,False
2017 NOV - 2018 MAY,2069,YOPLAIT UK LIMITED,02597128,,44.0,74.0,23.0,3.0,38.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 NOV - 2018 MAY,2071,GENERAL MILLS UK LIMITED,04633664,,38.0,57.0,42.0,1.0,38.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 DEC - 2018 MAY,2058,WILLIAM DAVIS LIMITED,00468397,,36.0,41.0,57.0,2.0,10.0,0.0,60.0,60.0,False,,False,False,True,False,False
2017 DEC - 2018 MAY,2090,MCCORMICK (UK) LIMITED,SC015262,,62.0,18.0,40.0,42.0,75.0,30.0,,120.0,False,,False,True,True,False,False
2017 DEC - 2018 MAY,2083,PFIZER LIMITED,00526209,,60.0,16.0,38.0,46.0,0.0,60.0,,120.0,True,False,False,True,True,False,False
2017 DEC - 2018 MAY,2080,OAKHILL GROUP LIMITED,02477044,,34.0,47.0,48.0,5.0,23.0,14.0,60.0,60.0,False,,False,True,True,False,False
2017 DEC - 2018 MAY,2026,NORTHCARE (SCOTLAND) LTD.,SC132665,,23.0,95.0,5.0,0.0,3.0,10.0,30.0,60.0,False,,False,False,True,False,False
2017 DEC - 2018 MAY,2076,HARTWELL AUTOMOTIVE GROUP LIMITED,00158447,,34.0,46.0,49.0,5.0,18.0,14.0,60.0,60.0,False,,False,True,True,False,False
2017 DEC - 2018 MAY,2073,TNT UK LIMITED,01628530,,58.0,26.0,37.0,37.0,15.0,0.0,90.0,90.0,False,,False,True,True,False,False
2017 DEC - 2018 MAY,2178,AINSCOUGH CRANE HIRE LTD,03245223,,55.0,22.0,33.0,46.0,19.0,30.0,90.0,90.0,False,,False,False,True,False,False
2017 DEC - 2018 MAY,2078,HARTWELL PLC,00155302,,34.0,47.0,48.0,5.0,22.0,14.0,60.0,60.0,False,,False,True,True,False,False
2017 DEC - 2018 JUN,2086,FAT FACE LIMITED,02954734,,48.0,14.0,22.0,64.0,51.0,0.0,90.0,90.0,False,,False,False,True,False,False
2017 DEC - 2018 JUN,6774,BLACKWELL UK LIMITED,00796591,,45.0,42.0,13.0,44.0,65.0,0.0,90.0,120.0,False,,False,True,True,False,False
2017 DEC - 2018 JUN,2651,PENCARRIE LIMITED,03371637,,21.0,78.0,15.0,7.0,0.0,30.0,60.0,60.0,False,,False,True,True,False,False
2017 DEC - 2018 JUL,8892,MARS DRINKS UK LIMITED,06649987,,59.0,24.0,56.0,20.0,0.0,30.0,120.0,120.0,False,,False,False,True,False,False
2017 DEC - 2018 JUN,3830,WICKES BUILDING SUPPLIES LIMITED,01840419,,52.0,29.0,27.0,44.0,80.0,30.0,60.0,107.0,False,,False,False,True,False,False
2017 DEC - 2018 JUN,4045,KELLOGG MARKETING AND SALES COMPANY (UK) LIMITED,03237431,,43.0,13.0,85.0,2.0,1.0,0.0,120.0,120.0,False,,False,True,True,False,False
2017 DEC - 2018 JUN,4036,"KELLOGG COMPANY OF GREAT BRITAIN,LIMITED",00199171,,84.0,21.0,11.0,68.0,3.0,0.0,120.0,120.0,False,,False,True,True,False,False
2017 DEC - 2018 JUN,4029,KELLOGG MANAGEMENT SERVICES (EUROPE) LIMITED,03233144,,59.0,31.0,25.0,44.0,6.0,0.0,120.0,120.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5497,CPI MORTARS LIMITED,03291462,,48.0,13.0,61.0,26.0,75.0,0.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5496,PERSIMMON PUBLIC LIMITED COMPANY,01818486,,50.0,34.0,50.0,16.0,33.0,7.0,62.0,62.0,False,,True,False,True,False,False
2018 JAN - 2018 JUN,5485,ORSTED WEST OF DUDDON SANDS (UK) LIMITED,06494525,,42.0,43.0,45.0,12.0,57.0,30.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5469,KIER LIVING LIMITED,00775505,,62.0,31.0,29.0,40.0,71.0,7.0,,95.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,5455,HILLREED HOMES LIMITED,01203345,,51.0,30.0,55.0,15.0,25.0,7.0,77.0,62.0,False,,True,False,True,False,False
2018 JAN - 2018 JUN,5438,ROTORK CONTROLS LIMITED,00608345,,44.0,12.0,53.0,35.0,61.0,30.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5433,WESTERMOST ROUGH LIMITED,06232914,,30.0,73.0,21.0,6.0,10.0,30.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5398,WALNEY (UK) OFFSHORE WINDFARMS LIMITED,05246622,,24.0,70.0,29.0,1.0,5.0,30.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5391,BAE SYSTEMS (OPERATIONS) LIMITED,01996687,,37.0,54.0,35.0,11.0,21.0,0.0,60.0,90.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,5371,CHARLES CHURCH DEVELOPMENTS LIMITED,01182689,,50.0,34.0,50.0,16.0,33.0,7.0,77.0,62.0,False,,True,False,True,False,False
2018 JAN - 2018 JUN,5363,ORSTED POWER (UK) LIMITED,04984787,,55.0,26.0,58.0,17.0,36.0,30.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5357,BAE SYSTEMS PLC,01470151,,27.0,76.0,15.0,9.0,16.0,1.0,60.0,60.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,5519,ORSTED LONDON ARRAY II LIMITED,06638251,,33.0,59.0,26.0,15.0,48.0,30.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5546,KIER PROPERTY DEVELOPMENTS LIMITED,00873685,,56.0,34.0,30.0,36.0,84.0,7.0,,30.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,5563,KIER PARTNERSHIP HOMES LIMITED,04242676,,81.0,32.0,22.0,46.0,70.0,7.0,,95.0,False,,True,True,True,False,False
2018 JAN - 2018 JUN,5311,PARK HOLIDAYS UK LIMITED,02434151,,31.0,50.0,49.0,1.0,4.0,14.0,60.0,60.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,5576,PERSIMMON HOMES LIMITED,04108747,,50.0,34.0,50.0,16.0,33.0,7.0,77.0,62.0,False,,True,False,True,False,False
2018 JAN - 2018 JUN,5579,ORSTED WESTERMOST ROUGH LIMITED,08902636,,60.0,0.0,100.0,0.0,0.0,30.0,60.0,60.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5635,MBDA UK LIMITED,03144919,,55.0,8.0,79.0,13.0,3.0,30.0,60.0,60.0,False,,False,False,True,False,False
2018 JAN - 2018 JUN,5637,AMAZON WEB SERVICES UK LIMITED,08650665,,45.0,37.0,48.0,15.0,29.0,60.0,,90.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5643,THE BOOK DEPOSITORY LIMITED,05124926,,48.0,28.0,60.0,12.0,22.0,30.0,60.0,120.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5644,H.J. HEINZ FOODS UK LIMITED,08322668,,60.0,24.0,24.0,52.0,27.0,97.0,,97.0,False,,False,True,True,False,False
2018 JAN - 2018 JUN,5649,H.J. HEINZ MANUFACTURING UK LIMITED,00147624,,80.0,13.0,18.0,69.0,30.0,97.0,,97.0,False,,False,True,True,False,False
